。	437746350
生活	4715034
有车	42553
的	157534062
生动有趣	21380
了解更多	56945
，	192914868
）	10863179
r	7971661
i	11231931
a	15238226
-	20358518
n	9085599
o	11113855
t	8764712
u	2349186
（	10711564
微信公众号	173890
在线	707575
车	4186021
玩	1685709
关注	1920657
靠近	306226
想去	146760
更	5983418
让人	1683133
却	5004321
十全十美	27955
无法做到	23161
虽然	4005155
体验	1615503
独一无二的	89174
提供	3754854
驾驶者	41863
给	5651339
只为	157560
思路	517720
崭新的	98893
找到	1164129
框	268409
条条	41028
设计中	56234
汽车	2265325
跳出	89309
总能	126559
”	20008320
级车	40431
中	26118863
“	20097697
一辆	364854
制造	1067214
地	11909828
市场	5697612
媚	155569
献	281796
去	10089488
从来没有	256977
是因为它	35077
亚	1487907
旗	554390
蓝	1225525
喜爱	342397
人们	2290741
销售	2135883
意大利	521580
只能在	98398
舞台	404921
世界	3380714
退出	373669
而	20351051
门	3142679
质量	2046010
也因为	72998
它	6682116
最后	3043686
抓狂	22151
让你	1014800
小毛病	24677
有各种	46017
总	2730958
也	17231368
的车型	103424
鼎盛时期	20327
即使在	110269
完美	653182
不上	250719
称	2174084
绝对	663553
！	22983430
十次	24418
三次	286089
过	6111449
做到	982840
福特	137069
和	63327505
鲁	859078
巴	1450027
斯	2104862
一次	2401726
冠军	592534
C	2730733
R	1116781
W	535985
锦标赛	97632
拉力	49269
过一次	87780
赢得	420631
曾经	1364206
三菱	53255
历史	2054874
截止到	48020
驱车	59969
的两	30547
四驱系统	20437
强大	438347
奥迪	165004
击败	145032
一款	413093
唯一	606647
也是	5710108
两	3229582
赛冠军	30945
它是	509683
的尊严	59726
赛车	106651
驱	189245
后	16869759
了	41471513
捍卫	80982
7	22155511
3	39567510
0	109706046
y	2740439
l	7325407
年	28575980
8	26205470
9	30136776
1	96104568
在	63393484
响	405566
绝	795108
最后的	211549
一年	973220
辉煌的	72135
是最	328650
则	4223753
来说	2719669
对于	5759736
赛季	289811
法	4742680
戏	1030100
的帽子	43655
历史中	32377
竞技	142656
完成了	406746
登顶	41626
继续	2292683
s	9159740
S	2564351
6	25415723
与	27841033
5	37353732
而后	198715
深刻的印象	58941
留下了	270090
让观众	79375
造型	685908
独特的	541179
非常	2892525
实力	748664
超强	76149
展示了	162884
迷	614487
向	5689611
的结局	122154
鼎	344081
问	2103243
最终以	34764
冲击	451831
发起	281640
个	7621348
的第	102246
向他	106532
着	7331656
驾驶	562213
M	1704107
 	321598135
d	5922971
手	2915556
赛	1238800
传奇	329530
上	19452741
m	8091708
e	13130760
4	29336920
灵活性	65956
超强的	50304
拥有	2934549
这台车	24443
使得	1023949
g	5446644
k	3120010
重	2596431
轻	1454191
超	1819509
吨	497045
不到	987546
轴距	70623
短	1151692
2	75620757
可怕的	102104
且	2384980
独特	450080
一台	310955
这是	3420293
F	872328
H	883574
了一款	30102
打造	1413118
参加	1971250
为了	3252903
开幕	146867
第一届	102042
之王	124597
才是	913753
事实证明	84029
用	11078795
四名	31041
前	6235251
包揽	34212
并	9314320
比赛中	167018
c	8486106
G	1145265
出现在	418248
B	1714897
A	2965758
辆	370444
四	4485227
赞助	113468
公司	7564958
由	6443918
挑战	885024
提出	1634909
向其	38568
车型	608964
欧	765647
密	759661
罗	2340822
阿尔法	27379
最好的	834060
被认为是	143717
曾	2135996
在这之前	31810
场	1898947
回到	846437
代表	1709349
首次	698291
·	4964945
尼	1063181
齐	1002486
不朽的	24263
赛场	101124
唱	923904
在英国	92659
品牌	3509546
却是	639017
这款车	103700
但	13676302
满身	45180
荣誉	450964
总冠军	77989
赢下	20733
六次	25951
连续	1207598
I	2015277
D	1609713
什么样	80733
造成	1758080
把车	36519
尝试	618891
猜测	186995
让我们	926550
回忆	535328
一个	10207134
之前	2478716
临走	44962
厂商	355943
魅力的	30291
最具	309816
这	9998747
这款	453872
出自	175382
便是	551444
笑话	207724
死	2283314
就会	2250537
方向盘	132528
转动	172344
那个	1686064
断	943502
绞	121414
很容易被	57744
皮带	74417
时	18098769
锁	568044
轮胎	294706
假如	398620
带动	530652
带来	1497832
皮	1836077
是通过	212615
机构	2109327
转向	348672
其	8474999
另外	2000369
旗舰	88958
中的	2336874
产品线	60689
推出了	252119
差	1382045
原来	1236600
之	6593032
比	5035314
效果	2486788
制动	180381
小	11486067
变得	970985
力度	640868
刹车	235649
所以	7968103
力气	152254
需要更多的	29165
踏板	59880
下	8945659
踩	297528
车主	397416
助力	334125
缺少了	35225
经过	2464889
由于	4186493
但是又	30915
解决	1809976
已经	5497140
的确	491884
问题	5117881
抱	577787
泵	355882
真空	194838
前轮	21705
拆掉	25220
直接	2496068
—	5797848
出来了	205466
解决方案	417371
生产线	238593
走上	243129
再次	1459448
等待	746046
两年的	43790
经过了	107588
生产	2562877
暂停	204429
决定	1962572
危险性	44484
意识到	299198
发生交通事故	24037
导致	2042565
很容易	596668
会	10586605
力量	1287742
大得多	31418
后轮	21758
装置	583634
配置了	21554
单独	370758
系统	4496143
而且在	138866
跑	1348411
置	488454
推出	874212
生锈	58736
它就会	28278
下雨	135477
只要一	48631
：	14873392
说	11557945
形容	183576
有人	1366039
极易	121001
就是它	28626
毛病	169509
另一个	530319
变形	383834
吹	700220
车身	236659
把	8642196
都可以	664484
的风	55383
大一点	45647
的话来说	30015
主持人	372779
p	8403689
T	1779768
薄	699861
非常的	293663
钢板	141484
的车身	32781
放大	314548
无限	471309
被	11776364
的缺点	136195
之后	5017319
成绩	1278423
不错的	269867
取得	1140517
在市场上	97524
也正是因为	42336
不过	3530474
亮眼	65283
很	4847084
表现	1593557
汽车市场	52821
当年的	172010
系	1912777
感受	1055194
优秀	1390888
主打	156186
作为一个	383660
第一个	674064
接管	57011
亚特	56967
菲	534671
高端品牌	26970
作为	5509432
收购	551779
年被	141316
于	7622579
轮	1033668
几	1227779
辗转	95779
恶化	185091
不断	2030412
经营状况	25748
二战	145500
的汽车	123651
版	1450119
舵	44886
右	735102
是一款	116152
居然	479526
等国家	83496
